MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2100	361.99	512.80		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2103	412.67	584.60		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2110	384.81	545.14		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2113	435.49	616.94		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED COLLECTIONS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2120	396.21	561.29		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2123	446.89	633.08		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED 2-WAY SHIPPING, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2200	373.13	528.59		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2203	423.81	600.39		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2300	495.78	702.34		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-34D3	818.10	1158.95		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, FASTRACK, DASHBOARD AND COMMISSI	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-3703	591.85	838.43		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-3C03	422.58	598.64		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-3CD3	528.21	748.29		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5103	838.07	1187.24		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COM	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-51D3	1014.14	1436.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, FASTRACK, DASHBOARD AND COMMISSIO	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5203	849.22	1203.04		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COM	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-52D3	1025.30	1452.46		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, FASTRACK, DASHBOARD AND COMMISSIO	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC2520-1303	228.83	324.17		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC2520-1400	273.03	386.79		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC2520-1403	297.09	420.86		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1000	51.95	73.60		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1003	76.00	107.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1010	57.15	80.96		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, NON-COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1020	59.74	84.63		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, NON-COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1100	146.13	207.02		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RV-HC25XX-1103	170.19	241.10		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-2100	189.44	268.36		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-2200	234.94	332.82		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-2300	283.62	401.79		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-2400	374.63	530.72		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-3000	152.39	215.89		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-3100	246.58	349.32		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-3200	292.09	413.78		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-3300	340.76	482.74		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-3400	431.78	611.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5303	1239.45	1755.85		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND CO	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-53D3	1415.53	2005.28		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, FASTRACK, DASHBOARD AND COMMISSI	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5403	1284.06	1819.03		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND CO	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-54D3	1460.13	2068.46		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, FASTRACK, DASHBOARD AND COMMISSI	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5703	957.67	1356.67		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5C03	704.29	997.71		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AZ-HC55XX-5CD3	880.35	1247.14		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3000	264.57	374.80		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3100	491.05	695.63		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3200	536.54	760.09		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3300	585.23	829.05		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3400	676.24	957.98		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC25XX-3C00	396.86	562.20		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC55XX-3C00	513.44	727.35		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BE-HC55XX-3C03	578.31	819.25		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-2000	101.03	143.11		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-2100	195.20	276.53		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-2200	240.71	341.00		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BZ-HC55XX-3C03	697.24	987.73		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1100	190.39	269.72		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1103	214.44	303.79		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1200	235.90	334.18		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1203	259.96	368.26		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1300	237.49	336.44		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1303	261.54	370.50		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1400	305.75	433.13		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC25XX-1403	329.80	467.20		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
