MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
DATALOGIC SCANNING	DLS	ZSC2GM4231	26.58	54.00		N	N	1	VN	DATALOGIC, GM/BT42XX, EOC, 2 DAYS COMP, 3 YEAR	DLS.SERVICES.WARRANTIES..	0	0	0									121
PROCLIP USA	PCL	511926	41.28	59.99		N	Y	0.38	SE	PROCLIP USA, STANDARD HOLDER FOR DEVICE WITH BOOT, ZEBRA TC51, TC52, TC56, TC57	PCL.HARDWARE.PROCLIP FOR ZEBRA..	0	0	0									121
GTS BATTERIES	GTS	HCN70-LI-GN	50.06	88.03		Y	Y	1	TW	GLOBAL TECHNOLOGY SYSTEMS, GTS, MOBILE SCANNER AND PRINTER, HONEYWELL, CN70, OEM PART # 318-043-023, 318-043-003, CAPACITY 4000, VOLTAGE 3.7, GREEN	HON.HARDWARE.ACCESSORIES.BATTERIES.	0	0	0									121
HAT DESIGN WORKS	IOP	MNPL10-20TB	143.89	368.00		N	Y	6.05	US	HAT DESIGN WORKS, MODULAR NOW 20" BOLT THRU QUICK POLE KIT WITH HD 75/100 VESA TILTER, BLACK	IOP.HARDWARE.INNOVATIVE POLE MOUNTS..	0	0	0									121
PANORAMA ANTENNAS, INC.	PNA	WMM8G-7-38-5SP	157.17	238.14		N	Y	3.24		PANORAMA ANTENNAS, MIMO WALL MNT GAIN ANT 5M SMAP	PNA.HARDWARE.PANORAMA ANTENNAS..	0	0	0									121
SUPERMICRO	SPM	8600453092-0925	8777.78	14877.60		Y	Y	1		SUPER MICRO, SERVER CUSTOM CONFIGURATION , FOUR SYS-5018R-WR, NCNR REQUIRED	ZOT.OTHER...	0	0	0									121
MIMO DISPLAY	MIM	M19024-OF	327.67	409.99		Y	Y	1	TW	MIMO MONITORS, 19'' OPEN FRAME USB; VGA/DVI INPUT; 1280X1024 LED LCD; 250CD/M2; 1000:1 CR; VIEWING ANGLES - 89/89/89/89; USB TOUCH CONTROLLER; INCLUDES POWER SUPPLY; 3 YEAR WARRANTY	MIM.HARDWARE.DS MIMO DISPLAYS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-L10WXX-4C00	253.22	358.71		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, L10WXX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 4 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
NCR	NCR	2357-K001	88.00	88.00		N	Y	1		NCR, STK STAND, GRAY, 6 INCH FLEXIBLE ROD, WEIGHTED MID-SIZED UNIVERSAL BASE FOR USE WITH 2357-1250 AND 2357-1450 MODELS	NCR.HARDWARE.PREFERRED OFFERS..	0	0	0									121
DATALOGIC SCANNING	DLS	93A050045	26.00	26.00		Y	Y	0.04	VN	DATALOGIC, CBL-1487 CONNECTOR M12/5P/FEMALE IDNET, NCNR	DLS.HARDWARE.DLS SENSORS..	0	0	0									121
BRIGHTSIGN	BRS	AU335	144.06	173.00		Y	Y	1.59	TW	BRIGHTSIGN , ARC/EARC, ANALOG, AUDIO PLAYER	BRS.HARDWARE.BRIGHTSIGN PLAYERS..	7	7	0									121
CITIZEN	CIZ	CL-S621IINNUBK-C	590.79	984.64		Y	Y	14.6	TW	CITIZEN, CL-S621 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, CUTTER, GRAY, REPLACES CL-S621-C-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
INVUE	INV	CT1011-B	204.71	272.95		N	Y	1.61	CN	INVUE, CT101 ALARMING STAND, BOLT MOUNT, BLACK	INV.HARDWARE.TABLET STANDS AND KIOSKS..	0	0	0									121
INVUE	INV	CT1014-B	33.45	44.60		N	Y	0.28	CN	INVUE, CT101 WALL MOUNT PLATE, BLACK	INV.HARDWARE.TABLET STANDS AND KIOSKS..	0	0	0									121
SPACEPOLE, INC.	SPL	SPAF9000-32	147.27	238.00		N	Y	4.9	US	SPACEPOLE, A-FRAME (W/ INSERT) W/ INTEGRATED PUSH LOCK, SAMSUNG GALAXY TAB A 10.1IN (2019), DOESN'T INCLUDE MOUNTING POLE, COMPATIBLE MOUNTS FOR A-FRAME ENCLOSURE ARE SPM131 & SPM133, WHITE	SPL.HARDWARE.SPACEPOLE TABLET SOLUTIONS..	0	0	0									121
WASP BARCODE	WSP	633809008313	43.93	55.00		N	Y	0.29	US	WASP, WASP WWS750 BATTERY PACK	WSP.HARDWARE.ACCESSORIES.BATTERIES.	42	42	0									121
AMERICAN MICROSYSTEMS LTD	AML	ACC-KDT10AMSP	44.00	55.00	55.00	N	Y	1	US	AML, ANTIMICROBIAL SCREEN PROTECTOR, MONARCH	AML.HARDWARE.ACCESSORIES..	0	0	0									121
AMERICAN MICROSYSTEMS LTD	AML	ACC-M77AMSP	22.40	28.00	28.00	N	Y	0.19	US	AML, ANTIMICROBIAL SCREEN PROTECTOR, STRIKER 4"	AML.HARDWARE.ACCESSORIES..	0	0	0									121
AMERICAN MICROSYSTEMS LTD	AML	ACC-M78AMSP	24.00	30.00	30.00	N	Y	1	US	AML, ANTIMICROBIAL SCREEN PROTECTOR, SCEPTER 5"	AML.HARDWARE.ACCESSORIES..	0	0	0									121
HONEYWELL	HWA	CT40-HB-UVB-1	233.94	378.24	378.24	Y	Y	2.41	CN	HONEYWELL,ACCESSORY,1 BAY DOCK HOMEBASE FOR BOOTED CT40/CT40XP/CT45/CT45XP/CT47.KIT INC HOMEBASE,BOOTED CUP,PWR SUPPLY & PWR CORD.FOR RECHARGING COMP W/PROTECTED BOOT(CT40-PB-00,CT40-PB-XP,CT45-PB-1,C	HWA.HARDWARE.ACCESSORIES.CHARGERS.SINGLE-SLOT	0	0	0									121
HONEYWELL	HWA	CT60-L1N-BSC211E	2615.18	4228.27	4228.2	Y	Y	0.97	CN	HONEYWELL, NCNR, EOL, REFER TO CT47, CT60, ANDROID GMS, WWAN, 802.11 A/B/G/N/AC/R/K/MC, 1D/2D IMAGER N6603SR, 4GB/32GB, MEMORY, 13MP CAMERA, BT 5.0, NFC, ATEX BATTERY INCLUDED,ETSI, ATEX	HWA.HARDWARE.HONEYWELL MOB CT60..	0	0	0									121
APG CASH DRAWERS	APG	PK-908LS-A4	16.93	38.13		Y	Y	1	US	APG, SERIES 1150, ACCESSORY, TUMBLER ASSEBLY, LOCK SET WITH 2 KEYS, KEYED A4	APG.HARDWARE.ACCESSORIES..	0	0	0									121
APG CASH DRAWERS	APG	PK-908LS-A5	16.93	38.13		Y	Y	1	CN	APG, LOCKSET KIT, S1150, A5	APG.PARTS.SPARE PARTS..	0	0	0									121
PIONEER POS	PIO	90-26S2F2-FL04	334.09	371.21		Y	Y	1		PIONEER, 15" INFINITY PCT, SILVER HOUSING, NO LCD, PIONEERINC LOGO	PIO.HARDWARE.PIO S-LINE ALL-IN-ONE..	0	0	0									121
PROCLIP USA	PCL	100800	359.45	505.99	505.99	N	Y	1.73	SE	PROCLIP USA, CHARGING HOLDER WITH BLOCK SPACER, TILT SWIVEL, KEY LOCK AND LAVA BOX INCLUDING ETHERNET PCB SAMSUNG GALAXY TAB ACTIVE2	PCL.HARDWARE.PROCLIP FOR SAMSUNG..	0	0	0									121
DATALOGIC SCANNING	DLS	937900010	3134.00	3134.00		Y	Y	1	VI	DATALOGIC AUTOMATION, MATRIX 220, SCANNER, 2D IMAGER, 302-010 1.2MP, DPM-R 7MM HP, NCNR	DLS.HARDWARE.IA..	0	0	0									121
ZEBRA ENTERPRISE	MOT	CS-ACS-MGTB-1	27.58	34.38	34.38	N	N	1	US	ZEBRA EVM, ZAAS, ACCESS MANAGEMENT SYSTEM INCL 1 YEAR SUPPORT & TRAINING	MOT.SERVICES.MOT CS SERVICE CONTRACTS..	0	0	0									121
REDBEAM	RED	RB-TRAINING-2HR	495.00	550.00		N	Y	1	US	REDBEAM, REMOTE TRAINING SESSION - UP TO 2 HOURS	RED.SOFTWARE.AUTO ID..	0	0	0									121
REDBEAM	RED	RB-TRAINING-ONSITE	3780.00	4200.00		N	Y	1	US	REDBEAM, ONSITE TRAINING PER DAY - UP TO 8 HOURS - INCLUDES TRAVEL WITHIN UNITED STATES	RED.SOFTWARE.AUTO ID..	0	0	0									121
BIXOLON	BIX	SRP-S300TXOK	292.15	576.40		Y	Y	1	KR	BIXOLON, SRP-S300, BLACK COLOR, BUILT IN USB,  AUTO CUTTER, 203 DPI,  LINERLESS PAPER MEDIA, TAKEN SENSOR, EXTRA STRENGTH CUTTER  FOR HEAVY DUTY LINERLESS; US POWER CORD, WARRANTY: LIMITED 3 YEARS - T	BIX.HARDWARE.THERMAL PRINTERS..	0	0	0									121
SUPERMICRO	SPM	8600454580-0930	98332.66	166665.52		Y	Y	1		SUPER MICRO, SERVER CUSTOM CONFIGURATION , ONE AS-4124GS-TNR GPU SERVER, DUAL AMD EPYC 7003/7002 SERIES PROCESSORS, NCNR REQUIRED	ZOT.OTHER...	0	0	0									121
RAM MOUNT	RAM	RAP-B-200-1-386-18U	39.55	71.99		N	Y	1	US	RAM MOUNTS, FLEX ROD W 1" SOCKET, BASE 18" LONG	RAM.HARDWARE.ACCESSORIES..	0	0	0									121
HONEYWELL SERVICE	HSV	SVCRT10-EXW4	63.11	95.62	95.62	N	N	1	US	HONEYWELL, RT10, BASIC EXTENDED WARRANTY, 3-YEAR STANDARD WARRANTY + 1 YEAR EXTENDED WARRANTY, NEW PURCHASE	HWA.SERVICES.NEW MOBILITY..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC330K-GJ4HG4US	1711.54	2909.67		Y	Y	1.5	CN	ZEBRA EVM, MC3300-G, PREMIUM PLUS, WLAN, BLUETOOTH, STANDARD RANGE 2D IMAGER (SE4770), 4.0" DISPLAY, 47 KEY, HIGH CAPACITY BATTERY, ANDROID GMS, 4GB RAM/32GB ROM, SENSORS, NFC, US ONLY, DISCONTINUED,	MOT.HARDWARE.MOT MCD MC33..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC330M-GJ3HA2US	1487.93	2529.52		Y	Y	1.49	CN	ZEBRA EVM/EMC, DISCONTINUED, REFER TO MC330L-GJ3EG4NA, MC3300-G, STANDARD, WLAN, BLUETOOTH, STANDARD RANGE 2D IMAGER (SE4770), 4.0" DISPLAY, 38 KEY, HIGH CAPACITY BATTERY, ANDROID, 2GB RAM/16GB ROM, U	MOT.HARDWARE.MOT MCD MC33..	0	0	0									121
ZEBRA ENTERPRISE	MOT	MC330M-GJ4HA2US	1487.93	2529.52		Y	Y	1.49	CN	ZEBRA EVM/EMC, DISCONTINUED, REFER TO MC330L-GJ4EG4NA, MC3300-G, STANDARD, WLAN, BLUETOOTH, STANDARD RANGE 2D IMAGER (SE4770), 4.0" DISPLAY, 47 KEY, HIGH CAPACITY BATTERY, ANDROID, 2GB RAM/16GB ROM, U	MOT.HARDWARE.MOT MCD MC33..	0	0	0									121
SUPERMICRO	SPM	8600454126-0930	20488.53	34726.32		N	Y	1		SUPER MICRO, CUSTOM CONFIG, TWO SERVERS SYS-6029P-TR, NCNR REQUIRED	ZOT.OTHER...	0	0	0									121
SUPERMICRO	SPM	8600454163-0929	30374.62	51482.40		N	Y	1		SUPER MICRO, CUSTOM CONFIG, THREE SERVERS AS-1113S-WN10RT, NCNR REQUIRED	ZOT.OTHER...	0	0	0									121
SUPERMICRO	SPM	8600454645-0930	1752.77	2970.80		N	Y	1		SUPER MICRO, CUSTOM CONFIG, CABLES AND MEMORY, NCNR REQUIRED	ZOT.OTHER...	0	0	0									121
TSC AMERICA	TSC	99-059A001-1201	760.50	1014.00		Y	Y	8.1	CN	TSC, PRINTER TC210, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-059A001-1211	783.00	1044.00		Y	Y	1	CN	TSC, PRINTER TC210, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, PEELER, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-059A001-1221	935.25	1247.00		Y	Y	1	TW	TSC, PRINTER TC210, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, FULL CUT CUTTER, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-059A002-3201	867.75	1157.00		Y	Y	8.2	TW	TSC, PRINTER TC310, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-059A002-3211	890.25	1187.00		Y	Y	1	TW	TSC, PRINTER TC310, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, PEELER, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-059A002-3221	1042.50	1390.00		Y	Y	1	CN	TSC, PRINTER TC310, NAVY, LCD, DRAM 64MB, FLASH 128MB, USB + RS-232 + ETHERNET +USB HOST, RTC, 802.11 A/B/G/N WI-FI + BT4.2, FULL CUT CUTTER, US 0	TSC.HARDWARE.ACCESSORIES..	0	0	0									121
TSC AMERICA	TSC	99-065A300-S1LF00	798.00	798.00		Y	Y	8.36	TW	TSC, PRINTER TE210, 64MB DRAM, 128MB FLASH, USB + RS-232 + ETHERNET + USB HOST + RTC, WI-FI 802.11 A/B/G/N, US 0	TSC.HARDWARE.PRINTERS.LABEL.DESKTOP	0	0	0									121
UNITECH	UTS	MS851-SUBB0C-LG	436.84	652.00		Y	Y	1	TW	UNITECH, HARDWARE, MS851B, ESD, BLUETOOTH, 1D LASER, USB, WITH CRADLE AND USB CABLE	UTS.HARDWARE.SCANNERS.CORDLESS LASER SCANNERS.STANDARD RANGE	0	0	0									121
INLAND ASSOCIATES, INC.	INL	28.920.1668	698.88	989.00		N	Y	1	CN	INLAND, TALLYDASCOM DL820 USB/ETHERNET	ZOT.HARDWARE.OTHER..	0	0	0									121
PIONEER POS	PIO	KP4FJQ000F11	2317.50	2575.00		Y	Y	1	US	PIONEER, 17", I3, 4GB, 120GB SSD, W10 ENT, 3TKS, BASE, BLK	PIO.HARDWARE.PIO S-LINE ALL-IN-ONE..	0	0	0									121
HEWLETT PACKARD	HPR	Y7B61AA	70.05	69.00		N	Y	4.5	MX	HP, Z2 MINI ARM/WALL VESA MOUNT SOLUTION	HPR.HARDWARE.ACCESSORIES..	0	0	0									121
CITIZEN	CIZ	CL-E300EXXUBWD	441.38	735.63		Y	Y	7.2	TW	CITIZEN, BARCODE PRINTER, CL-E300, DT, 203 DPI, LAN, 2.4, 5 GHZ WIFI, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
HONEYWELL	HWA	RT10-VM-POWER-CVRT	112.79	182.36	182.36	N	Y	0.14	TW	HONEYWELL, ACCESSORY, RT10, VM TO 3-PIN POWER ADAPTER CABLE (ADAPT VM1055CABLE TO 3-PIN FOR RT10-VC OR RT10-VD DOCKS)TO CONVERT THOR VM SERIES POWER SUPPLY CONNECTIONS TO RT10-VD OR RT10-VC 3-PIN TERM	HWA.HARDWARE.ACCESSORIES.POWER SUPPLIES.	0	0	0									121
CITIZEN	CIZ	CL-E300EXXUBBTNA	334.65	557.76		Y	Y	7.1	TW	CITIZEN, BARCODE PRINTER, CL-E300, DT, 203 DPI, BLUETOOTH, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E303EXXUBBTNA	406.31	677.18		Y	Y	7.04	TW	CITIZEN, CL-E300, DT, 300 DPI, BLUETOOTH, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E303EXXUBWD	513.03	855.05		Y	Y	7.15	TW	CITIZEN, CL-E300, DT, 300 DPI, LAN, 2.4 AND 5 GHZ WIFI, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E321EXXUBBTNA	377.34	628.90		Y	Y	1	TW	CITIZEN, CL-E300, TT, 203 DPI, BLUETOOTH, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E321EXXUBWD	484.06	806.77		Y	Y	9.3	TW	CITIZEN, CL-E300, TT, 203 DPI, LAN, 2.4 AND 5 GHZ WIFI, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E331EXXUBBTNA	449.00	748.33		Y	Y	1	TW	CITIZEN, CL-E300, TT, 300 DPI, BLUETOOTH, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-E331EXXUBWD	555.72	926.20		Y	Y	1	TW	CITIZEN, CL-E300, TT, 300 DPI, LAN, 2.4 AND 5 GHZ WIFI, USB, BLACK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S400DTBTUR-PE	467.78	779.63		Y	Y	1	TW	CITIZEN, CL-S400, DT, 120V, BLUETOOTH, SERIAL AND USB, PEELER, ROLL HOLDER, BLACK, LIMITED SUPPLIES, ASK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S521IINNUBK	362.09	603.49		Y	Y	10.35	TW	CITIZEN, CL-S521 TYPEII, DIRECT THERMAL BARCODE PRINTER, 203DPI, GRAY, REPLACES CL-S521-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	43	43	0									121
CITIZEN	CIZ	CL-S521IINNUBK-C	552.67	921.12		Y	Y	11.5	TW	CITIZEN, CL-S521 TYPEII, DIRECT THERMAL BARCODE PRINTER, 203DPI, CUTTER, GRAY, REPLACES CL-S521-C-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S521IINNUBK-P	514.55	857.59		Y	Y	11	TW	CITIZEN, CL-S521 TYPEII, DIRECT THERMAL BARCODE PRINTER, 203DPI, PEELER, GRAY, REPLACES CL-S521-P-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S400DTBTUBKR	398.48	664.13		Y	Y	9.05	TW	CITIZEN, CL-S400, DT, 120V, BLUETOOTH, SERIAL AND USB, ROLL HOLDER, BLACK, LIMITED SUPPLIES, ASK	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S400DTBTUR-CU	502.43	837.38		Y	Y	1	US	CITIZEN, CL-S400, DT, 120V, BT, SER & USB, CUTTER, ROLL HOLDER, BK, LIMITED SUPPLIES, ASK	CIZ.HARDWARE.PRINTERS.TABLETOP.	0	0	0									121
CITIZEN	CIZ	CL-S531IINNUBK	438.33	730.54		Y	Y	1	TW	CITIZEN, CL-S531 TYPEII, DIRECT THERMAL BARCODE PRINTER, 300 DPI, GRAY, REPLACES CL-S531-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S531IINNUBK-C	552.67	921.12		Y	Y	1	TW	CITIZEN, CL-S531 TYPEII, DIRECT THERMAL BARCODE PRINTER, 300 DPI, CUTTER, GRAY, REPLACES CL-S531-C-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S531IINNUBK-P	514.56	857.59		Y	Y	1	TW	CITIZEN, CL-S531 TYPEII, DIRECT THERMAL BARCODE PRINTER, 300 DPI, PEELER, GRAY, REPLACES CL-S531-P-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S621II-PFUBK	491.69	819.48		Y	Y	13.5	TW	CITIZEN, CL-S621 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, SERIAL, USB AND PAR, GRAY, NEW PRODUCT. NOT REPLACING ANYTHING	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S621IINNUBK	476.44	794.07		Y	Y	13.27	TW	CITIZEN, CL-S621 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, GRAY, REPLACES CL-S621-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	7	7	0									121
CITIZEN	CIZ	CL-S621IINNUBK-P	552.67	921.12		Y	Y	14	TW	CITIZEN, CL-S621 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, PEELER, GRAY, REPLACES CL-S621-P-GRY	CIZ.HARDWARE.PRINTERS.MOBILE.	0	0	0									121
CITIZEN	CIZ	CL-S631II-PFUBK	606.03	1010.05		Y	Y	13.45	TW	CITIZEN, CL-S631 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300 DPI, SERIAL, USB AND PAR, GRAY, NEW PRODUCT. NOT REPLACING ANYTHING	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S631II-PFUBK-C	720.38	1200.63		Y	Y	1	TW	CITIZEN, CL-S631 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300 DPI, SERIAL, USB AND PAR, CUTTER, GRAY, REPLACES CL-S631-PF-C-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S631IINNUBK	590.79	984.64		Y	Y	13.5	TW	CITIZEN, CL-S631 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300 DPI, GRAY, REPLACES CL-S631-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S631IINNUBK-C	705.13	1175.22		Y	Y	14.6	TW	CITIZEN, CL-S631 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300 DPI, CUTTER, GRAY, REPLACES CL-S631-C-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S631IINNUBK-P	667.02	1111.69		Y	Y	14	TW	CITIZEN, CL-S631 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300 DPI, PEELER, GRAY, REPLACES CL-S631-P-GRY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IIDTNNU	814.28	1357.13		Y	Y	31.7	TW	CITIZEN, EOL, CL-S700 TYPEII, DIRECT THERMAL BARCODE PRINTER, 203DPI, GRAY, REPLACES CL-S700DIRECT THERMAL BARCODE PRINTER	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IIDTNNU-C	952.88	1588.13		Y	Y	32.52	TW	CITIZEN, EOL, CL-S700 TYPEII, DIRECT THERMAL BARCODE PRINTER, 203DPI, STANDARD CUTTER, GRAY	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IINNU	1022.18	1703.63		Y	Y	34.8	TW	CITIZEN, EOL, CL-S700 TYPE II, DT/TT, 203 DPI, REPLACED BY CL-S703IIINNU	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IINNU-C	1374.78	2291.30		Y	Y	35.8	TW	CITIZEN, CL-S700 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, STANDARD CUTTER, GRAY, REPLACES CL-S700-C	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IINNU-HC	1847.34	3078.90		Y	Y	1	TW	CITIZEN, CL-S700 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, ROTARY CUTTER, GRAY, REPLACES CL-S700-HC	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IINNU-P	1333.20	2222.00		Y	Y	34.95	TW	CITIZEN, CL-S700 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, PEELER, GRAY, REPLACES CL-S700-P	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S700IIRNNU	1299.38	2165.63		Y	Y	1	TW	CITIZEN, CL-S700 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 203DPI, REWINDER, GRAY, REPLACES CL-S700-R	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S703IINNU-C	1531.20	2552.00		Y	Y	1	TW	CITIZEN, CL-S703 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300DPI, STANDARD CUTTER, GRAY, REPLACES CL-S703-C	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S703IINNU-HC	2004.42	3340.70		Y	Y	1	TW	CITIZEN, CL-S703 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300DPI, ROTARY CUTTER, GRAY, REPLACES CL-S703-HC	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S703IINNU-P	1488.96	2481.60		Y	Y	35.4	TW	CITIZEN, CL-S703 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300DPI, PEELER, GRAY, REPLACES CL-S703-P	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
CITIZEN	CIZ	CL-S703IIRNNU	1507.28	2512.13		Y	Y	47	TW	CITIZEN, CL-S703 TYPEII, BARCODE PRINTER, DIRECT THERMAL AND THERMAL TRANSFER, 300DPI, REWINDER, GRAY, REPLACES CL-S703R	CIZ.HARDWARE.PRINTERS.LABEL.TABLETOP	0	0	0									121
TRIPP-LITE	TRP	N262-003-AQ	6.38	19.14		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 3FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
TRIPP-LITE	TRP	N262-005-AQ	7.21	21.63		N	Y	1	CN	EATON, CAT6A 10G-CERTIFIED SNAGLESS SHIELDED STP ETHERNET CABLE (RJ45 M/M), POE, AQUA, 5FT	TRP.HARDWARE.TRIPP-LITE CABLES..	0	0	0									121
